0 	 0 	 1	 0
1.93845 	 9.94635 	 0.919571	 1
1.95075 	 8.0862 	 0.93183	 2
2.11509 	 6.06248 	 1.09578	 3
1.94981 	 4.04666 	 0.928011	 4
2.08005 	 2.06406 	 1.05965	 5
2.01606 	 0.00834269 	 0.997479	 6
1.94052 	 -1.90983 	 0.921664	 7
2.02374 	 -3.84335 	 1.00449	 8
1.98289 	 -5.811 	 0.963481	 9
1.98904 	 -7.7438 	 0.96959	 10
2.92747 	 10.6008 	 0.266422	 11
2.94943 	 9.0319 	 0.443683	 12
3.09065 	 7.25457 	 0.445258	 13
3.17592 	 4.89651 	 0.478769	 14
3.04667 	 3.21754 	 0.445053	 15
3.04202 	 0.965431 	 0.400637	 16
3.00146 	 -1.03938 	 0.439181	 17
3.00825 	 -2.77202 	 0.450872	 18
3.05189 	 -4.87759 	 0.45416	 19
2.95407 	 -6.77358 	 0.396634	 20
3.00381 	 -8.44941 	 0.266422	 21
3.96087 	 9.9473 	 0.920643	 22
4.19441 	 8.09769 	 0.944468	 23
4.15673 	 6.08645 	 0.9483	 24
4.1677 	 3.94814 	 0.891859	 25
4.04425 	 2.08177 	 0.904113	 26
3.91968 	 -0.0432697 	 0.908118	 27
4.09491 	 -1.89411 	 0.946389	 28
3.97857 	 -3.79151 	 0.951296	 29
4.04643 	 -5.81402 	 0.911931	 30
3.9946 	 -7.7013 	 0.975061	 31
5.00772 	 10.5575 	 0.287542	 32
5.14415 	 9.139 	 0.46463	 33
5.13671 	 7.07838 	 0.431954	 34
5.07558 	 5.00529 	 0.459895	 35
5.04158 	 2.96283 	 0.423912	 36
4.80951 	 0.972689 	 0.442708	 37
5.05852 	 -0.840318 	 0.481029	 38
5.0726 	 -2.90169 	 0.457	 39
5.01335 	 -4.79396 	 0.489351	 40
4.99773 	 -6.73656 	 0.413849	 41
5.0264 	 -8.42865 	 0.287542	 42
6.08027 	 10.0348 	 0.830639	 43
5.91547 	 8.09617 	 0.769338	 44
5.99665 	 6.0653 	 0.892889	 45
6.02334 	 4.02542 	 0.903508	 46
5.79806 	 1.93184 	 0.854288	 47
6.00326 	 0.101473 	 0.852586	 48
5.84616 	 -1.88695 	 0.806937	 49
5.85317 	 -3.84436 	 0.764939	 50
5.84868 	 -5.82214 	 0.830082	 51
5.72877 	 -7.65262 	 0.758952	 52
7.03011 	 10.5939 	 0.271731	 53
6.90212 	 9.02189 	 0.428347	 54
6.94564 	 7.08237 	 0.452357	 55
7.03564 	 5.05668 	 0.489433	 56
6.96653 	 3.05097 	 0.429809	 57
6.83316 	 1.1111 	 0.454101	 58
6.89712 	 -0.959571 	 0.489418	 59
6.76846 	 -2.88223 	 0.496641	 60
6.81695 	 -4.82929 	 0.506166	 61
6.79754 	 -6.77981 	 0.480315	 62
6.3859 	 -8.44529 	 0.271731	 63
7.8711 	 9.90135 	 0.811695	 64
7.83615 	 8.09618 	 0.844574	 65
7.79373 	 6.06857 	 0.727964	 66
7.97224 	 4.04479 	 0.834401	 67
7.73701 	 2.05713 	 0.779956	 68
7.78033 	 0 	 0.761248	 69
7.90642 	 -1.91914 	 0.844754	 70
7.58512 	 -3.84529 	 0.69505	 71
7.78621 	 -5.81328 	 0.819326	 72
7.71936 	 -7.74634 	 0.80109	 73
8.82764 	 10.5652 	 0.30192	 74
8.90062 	 9.02189 	 0.497887	 75
8.76783 	 7.08237 	 0.472515	 76
8.896 	 5.05668 	 0.475368	 77
8.96056 	 3.05097 	 0.503378	 78
8.60672 	 1.02857 	 0.504151	 79
8.89209 	 -0.959571 	 0.466435	 80
9.00808 	 -2.88223 	 0.54966	 81
8.81539 	 -4.82929 	 0.539989	 82
8.83705 	 -6.77981 	 0.542435	 83
8.68743 	 -8.41401 	 0.30192	 84
9.72056 	 9.94758 	 0.674622	 85
9.66462 	 8.09618 	 0.641471	 86
9.71138 	 6.06857 	 0.763731	 87
9.81441 	 4.04479 	 0.743258	 88
9.84491 	 2.05713 	 0.761727	 89
9.67646 	 0 	 0.71225	 90
9.87331 	 -1.91914 	 0.679271	 91
10.0213 	 -3.84529 	 0.775296	 92
9.63111 	 -5.81328 	 0.647809	 93
9.78344 	 -7.74634 	 0.741674	 94
10.5536 	 10.58 	 0.287076	 95
10.6079 	 9.02189 	 0.534744	 96
10.5885 	 7.08237 	 0.508221	 97
10.7375 	 5.05668 	 0.554616	 98
10.8644 	 3.05097 	 0.584326	 99
10.7868 	 1.02857 	 0.56062	 100
10.6626 	 -0.959571 	 0.496618	 101
11.0006 	 -2.88223 	 0.520088	 102
11.048 	 -4.82929 	 0.567164	 103
10.6806 	 -6.77981 	 0.504954	 104
10.6628 	 -8.42881 	 0.287076	 105
11.4686 	 9.94758 	 0.652279	 106
11.4605 	 8.09618 	 0.64729	 107
11.5467 	 6.06857 	 0.67054	 108
11.6739 	 4.04479 	 0.625447	 109
11.6792 	 2.05713 	 0.628445	 110
11.4532 	 0 	 0.605221	 111
11.8914 	 -1.91914 	 0.712326	 112
11.9302 	 -3.84529 	 0.676105	 113
11.9076 	 -5.81328 	 0.662603	 114
11.4727 	 -7.74634 	 0.673603	 115
12.2648 	 10.5903 	 0.276763	 116
12.3992 	 9.02189 	 0.573697	 117
12.3696 	 7.08237 	 0.559403	 118
12.3383 	 5.05668 	 0.520643	 119
12.4902 	 3.05097 	 0.577605	 120
12.3564 	 1.02857 	 0.538317	 121
12.8246 	 -0.959571 	 0.538345	 122
12.8606 	 -2.88223 	 0.575288	 123
12.8554 	 -4.82929 	 0.588221	 124
12.7058 	 -6.77981 	 0.512454	 125
12.2485 	 -8.43916 	 0.276763	 126
13.2716 	 9.94758 	 0.609479	 127
13.2436 	 8.09618 	 0.592454	 128
13.0432 	 6.06857 	 0.589426	 129
13.1952 	 4.04479 	 0.568252	 130
13.1781 	 2.05713 	 0.559889	 131
13.6371 	 0 	 0.633933	 132
13.6938 	 -1.91914 	 0.611483	 133
13.6889 	 -3.84529 	 0.615779	 134
13.6245 	 -5.81328 	 0.5802	 135
13.4277 	 -7.74634 	 0.617279	 136
14.1096 	 10.5545 	 0.312641	 137
14.0796 	 9.02189 	 0.530074	 138
14.0103 	 7.08237 	 0.597945	 139
13.8754 	 5.05668 	 0.578088	 140
13.8216 	 3.05097 	 0.53779	 141
14.3894 	 1.02857 	 0.559767	 142
14.6177 	 -0.959571 	 0.62209	 143
14.5317 	 -2.88223 	 0.573271	 144
14.591 	 -4.82929 	 0.623624	 145
14.4753 	 -6.77981 	 0.6152	 146
14.2308 	 -8.40327 	 0.312641	 147
14.7978 	 9.94758 	 0.55579	 148
14.7684 	 8.09618 	 0.540863	 149
14.7356 	 6.06857 	 0.567735	 150
14.4168 	 4.04479 	 0.508017	 151
14.8843 	 2.05713 	 0.524607	 152
15.4058 	 0 	 0.526618	 153
15.4618 	 -1.91914 	 0.558017	 154
15.3934 	 -3.84529 	 0.553443	 155
15.3661 	 -5.81328 	 0.538821	 156
15.1714 	 -7.74634 	 0.49283	 157
